name,address,city,state,stars,review_count,Name
Brighton Bodega,328 Washington St,Boston,MA,4.5,177,Brighton
Cookin' Cafe & Grille,1096 Commonwealth Ave,Boston,MA,2.5,153,Allston
Auntie Anne's,700 Atlantic Ave,Boston,MA,3,5,Downtown
Sabroso Taqueria,426 Washington St,Boston,MA,3,5,Downtown
Boston Market,245 Massachusetts Ave,Boston,MA,2.5,47,Fenway
Starbucks,1 Federal St,Boston,MA,3.5,7,Downtown
A & L Bakery,330 Sumner St,Boston,MA,4.5,24,East Boston
Boston Shuckin Truck,87 Kilby St,Boston,MA,2.5,12,Downtown
Boston Beer Works,1 Harborside Dr,Boston,MA,3,297,East Boston
Assaggio,29 Prince St,Boston,MA,3.5,212,North End
BeanTowne Coffee House,99 Kneeland St,Boston,MA,3.5,8,Chinatown
Ambriel Cafe,286 Columbus Ave,Boston,MA,3.5,5,South End
Coco's Bar & Lounge,3171 Washington St,Boston,MA,2.5,5,Jamaica Plain
Bostonia Public House,131 State St,Boston,MA,4,1418,Downtown
Ichiban Yakitori Sushi House,14 Westland Ave,Boston,MA,3.5,157,Fenway
Ivy Sushi,185 Harvard Ave,Boston,MA,3.5,45,Allston
Sweet Caroline's Modern Kitchen & Bar,1260 Boylston St,Boston,MA,3,156,Fenway
Mamma Maria,3 North Sq,Boston,MA,4,648,North End
Potbelly Sandwich Shop,"1 Harborside Dr, Terminal B, South Gate, Space No. BB2-A18, Terminal B",Boston,MA,2,5,East Boston
The Beach House Cafe,789 Adams St,Boston,MA,4,13,Dorchester
Noon Mediterranean,545 Boylston St,Boston,MA,3.5,24,Back Bay
The Corner Mall,417 Washington St,Boston,MA,2,44,Downtown
China House,331 Hanover St,Boston,MA,3.5,79,North End
Grand Chau Chow Restaurant,45 Beach St,Boston,MA,3,17,Chinatown
Papa Razzi - Boston,159 Newbury St,Boston,MA,3.5,568,Back Bay
George Howell Coffee,100 Hanover St,Boston,MA,4,47,Downtown
Rebecca's Cafe & Catering,411 Brookline Ave,Boston,MA,3.5,5,Longwood
Naked Fish Restaurant,16 North St,Boston,MA,4,13,Downtown
Polkadog Bakery,256 Shawmut Ave,Boston,MA,4.5,143,South End
El Peñol,54 Bennington St,Boston,MA,4.5,124,East Boston
El Jefe's Taqueria,80 Boylston St,Boston,MA,4.5,7,Downtown
Peregrine,170 Charles St,Boston,MA,3.5,29,Beacon Hill
Chacarero,101 Arch St,Boston,MA,4,407,Downtown
Cósmica,40 Berkeley St,Boston,MA,4,54,South End
Wheelhouse,100 High St,Boston,MA,4.5,338,Downtown
Nino’s Pizza & Subs,79 Charles St,Boston,MA,3.5,81,Beacon Hill
Starbucks,97 Charles St,Boston,MA,3.5,49,Beacon Hill
Shah’s Halal- Boston,1124 Boylston St,Boston,MA,4.5,36,Fenway
Royal Palace Restaurant II,70 Tyler St,Boston,MA,4,42,Chinatown
J's Tomodachi Sushi,201 Massachusetts Ave,Boston,MA,3.5,51,Fenway
The Hungry I,71 1/2 Charles St,Boston,MA,3,95,Beacon Hill
Karo's BBQ / Chicken Kebab,580 Boylston St,Boston,MA,4,7,Back Bay
Cantina Italiana,346 Hanover St,Boston,MA,4,566,North End
M & M Ribs,102 Hampden St,Boston,MA,4,68,Roxbury
American Provisions Dorchester,1971 Dorchester Ave,Boston,MA,4,13,Dorchester
Best Bar B Q Restaurant,90 Beach St,Boston,MA,3.5,15,Leather District
Juice Press,225 Franklin St,Boston,MA,2.5,5,Downtown
Union Bar and Grille,1357 Washington St,Boston,MA,4,465,South End
La Tour Eiffel,City Hall Stairs,Boston,MA,3.5,22,Downtown
Sorento's Italian Gourmet,86 Peterborough St,Boston,MA,3.5,36,Fenway
Oath Pizza - Fenway,1348 Boylston St,Boston,MA,3.5,76,Fenway
Sonny Noto's Restaurant,22 Central Sq,Boston,MA,4,29,East Boston
Darryl's Corner Bar & Kitchen,604 Columbus Ave,Boston,MA,3.5,683,Roxbury
Bomboa Restaurant,35 Stanhope St,Boston,MA,4.5,13,Back Bay
Farmer Horse Coffee,374 Massachusetts Ave,Boston,MA,4,226,Back Bay
Yummy Express,106 Cambridge St,Boston,MA,2.5,6,Beacon Hill
The Goods JP,378 Centre St,Boston,MA,4,43,Jamaica Plain
Tapeo,266 Newbury St,Boston,MA,3.5,728,Back Bay
Starbucks,755 Boylston St,Boston,MA,3,79,Back Bay
Jade Monkey,1952 Beacon St,Boston,MA,3.5,44,Brighton
Spire Restaurant & Bar,90 Tremont St,Boston,MA,4.5,21,Downtown
La Fogata,226 Sumner St,Boston,MA,4,7,East Boston
Pagliucas,14 Parmenter St,Boston,MA,3,352,North End
Trattoria Newbury,264 Newbury St,Boston,MA,3.5,95,Back Bay
sweetgreen,47 Northern Ave,Boston,MA,2.5,27,South Boston Waterfront
Houlihan's,Boston Logan International Airport,Boston,MA,3,7,East Boston
Big Fish Seafood Restaurant,20 Tyler St,Boston,MA,3,11,Chinatown
Dunkin',"1131 Tremont St, Platform G",Boston,MA,2.5,11,Roxbury
Sidewalk Cafe,764 E 4th St,Boston,MA,3.5,107,South Boston
Five Guys,263 Huntington Ave,Boston,MA,3.5,68,Fenway
McDonald's,154 Massachusetts Ave,Boston,MA,2,10,Back Bay
Cobblestone Cafe,227 Hanover St,Boston,MA,3,113,North End
Toro,1704 Washington St,Boston,MA,4,2175,South End
Bertucci's,43 Stanhope St,Boston,MA,4,15,Back Bay
Amsterdam Cafe,517 Columbus Ave,Boston,MA,3,45,South End
Broad Street Riot,131 Broad St,Boston,MA,4,32,Downtown
Juicygreens,61 South St,Boston,MA,4,66,Jamaica Plain
Audubon Circle Restaurant Bar,838 Beacon St,Boston,MA,4,244,Fenway
La Casa De Pedro,505 Congress St,Boston,MA,3.5,155,South Boston Waterfront
Area Four - Boston,264 E Berkeley St,Boston,MA,4,206,South End
D'angelo,200 Brookline Ave,Boston,MA,3,7,Fenway
No. 284,284 Commonwealth Ave,Boston,MA,5,19,Back Bay
Dunkin',153 Massachusetts Ave,Boston,MA,3.5,24,Fenway
Joshua's Deli,44 Batterymarch St,Boston,MA,3.5,40,Downtown
Asana,776 Boylston St,Boston,MA,3.5,113,Back Bay
Revolution Health Kitchen,150 Huntington Ave,Boston,MA,4,98,Back Bay
Phoenicia,240 Cambridge St,Boston,MA,2.5,33,Beacon Hill
New China Restaurant,869 Harrison Ave,Boston,MA,3.5,55,Roxbury
Hennessey,"50 Congress St, Ste 525",Boston,MA,1,13,Downtown
Frenchie Wine Bistro,560 Tremont St,Boston,MA,4,208,South End
The Bittersweet Shoppe on Newbury,257 Newbury St,Boston,MA,4.5,13,Back Bay
Misono Grill,"1095 Commonwealth Ave, Ste 207, Hong Kong Supermarket",Boston,MA,3.5,108,Allston
Cafe 472,472 Commonwealth Ave,Boston,MA,3,210,Fenway
Mediterranean Grill,281 Franklin St,Boston,MA,3.5,43,Downtown
The Vegetable Guy,18 Parmenter St,Boston,MA,5,13,North End
The Inn at Longwood Medical,342 Longwood Ave,Boston,MA,2.5,74,Longwood
Eldo Cake House,36 Harrison Ave,Boston,MA,4,288,Chinatown
Ciao Bella,"240 Newbury St, Ste A",Boston,MA,2.5,91,Back Bay
Wheeler's Frozen Desserts,"334 Massachusetts Ave, Ste B",Boston,MA,3.5,46,Back Bay
Mainely Burgers,133 Guest St,Boston,MA,4,31,Brighton
Boston Pizza Grill,535 Columbia Rd,Boston,MA,3.5,98,Dorchester
Pho & I,267 Huntington Ave,Boston,MA,3,322,Fenway
Summer Shack - Boston,50 Dalton St,Boston,MA,3.5,923,Back Bay
City Place Boston,8 - 10 Park Plz,Boston,MA,3.5,8,Downtown
Fort Hill Bar & Grill,2805 Washington St,Boston,MA,3,24,Roxbury
Cousins Maine Lobster - Boston,NA,Boston,MA,4,13,East Boston
The Broadway,726 E Broadway,Boston,MA,3.5,147,South Boston
Cafe Madeleine,517 Columbus Ave,Boston,MA,4.5,271,South End
Last Hurrah,60 School St,Boston,MA,3.5,157,Downtown
The Hot Spot,154 Harvard Ave,Boston,MA,3.5,38,Allston
Just Thai Kitchen,1512A Dorchester Ave,Boston,MA,4.5,18,Dorchester
Brigham Circle Chinese Food,728 Huntington Ave,Boston,MA,2.5,107,Mission Hill
El Palmar Restaurant,290 Bennington St,Boston,MA,5,9,East Boston
Joy Rice China Cafe,3510 Washington St,Boston,MA,3,14,Jamaica Plain
Friendlys,1 Harborside Dr,Boston,MA,2,60,East Boston
New Jumbo Seafood Restaurant,5 Hudson St,Boston,MA,3.5,338,Chinatown
Gaga Seafood Restaurant,25-27 Tyler St,Boston,MA,4,220,Chinatown
Trillium Brewing - Fort Point,50 Thomson Pl,Boston,MA,4,429,South Boston Waterfront
wagamama - faneuil hall,1 S Market St,Boston,MA,3.5,707,Downtown
Vivi Bubble Tea Cafe,182 Massachusetts Ave,Boston,MA,4,52,Back Bay
Rosticeria Cancun,37 Maverick Sq,Boston,MA,4.5,14,East Boston
B.GOOD,131 Dartmouth St,Boston,MA,3.5,330,South End
Cheers,84 Beacon St,Boston,MA,3.5,965,Beacon Hill
Bale Bakery,1035 Dorchester Ave,Boston,MA,4,5,Dorchester
Halal Indian Cuisine,736 Huntington Ave,Boston,MA,3,121,Mission Hill
Shed's Smoked BBQ,32 Bromfield St,Boston,MA,3.5,60,Downtown
Cosi,"2 S Station, Ste 182",Boston,MA,3,51,Downtown
Durgin-Park Restaurant,340 N Market St,Boston,MA,3,556,Downtown
Cactus Grill,44 Maverick Sq,Boston,MA,4,94,East Boston
Pat's Kitchen,402 W Broadway,Boston,MA,3.5,10,South Boston
Rebecca's Cafe,500 Boylston St,Boston,MA,3.5,46,Back Bay
Whaling in Oklahoma,647 Tremont St,Boston,MA,4,106,South End
Rey Del Pollo,111 Blue Hill Ave,Boston,MA,4,12,Roxbury
Nick Varano's Famous Deli,66 Cross St,Boston,MA,2.5,66,North End
Trattoria Il Panino,280 Hanover St,Boston,MA,4,440,North End
Discovery Cafe,3 Blackfan Cir,Boston,MA,2,6,Longwood
Rosa Mexicano,155 Seaport Blvd,Boston,MA,3,697,South Boston Waterfront
The Currach Bistro and Pizza,787 Adams St,Boston,MA,4,17,Dorchester
Regina Pizzeria,11 Thacher St,Boston,MA,4,2071,North End
The Cafe,25 New Chardon St,Boston,MA,3,19,Downtown
Lala Rokh,97 Mt Vernon St,Boston,MA,3.5,295,Beacon Hill
Taco Bell,76 Summer St,Boston,MA,2,32,Downtown
O! Deli,190 High St,Boston,MA,3,16,Downtown
Carmelina's,307 Hanover St,Boston,MA,4.5,2250,North End
Boston Chops Downtown,52 Temple Pl,Boston,MA,3.5,104,Downtown
Farah's Café Restaurant,1158 River St,Boston,MA,3,27,Hyde Park
The Hen House Wings 'n Waffles,1033 Massachusetts Ave,Boston,MA,3,282,Roxbury
Maverick’s,154 Maverick St,Boston,MA,4,142,East Boston
Boston House of Pizza,305 Huntington Ave,Boston,MA,2.5,111,Fenway
Yakitori Zai,315 Shawmut Ave,Boston,MA,3.5,41,South End
Bertucci's Italian Restaurant,1 Blackfan Cir,Boston,MA,3,91,Longwood
Ogawa Coffee,10 Milk St,Boston,MA,4,564,Downtown
Six West,6 W Broadway,Boston,MA,3,80,South Boston
Pret a Manger,101 Arch St,Boston,MA,3.5,83,Downtown
Cafe 1221,1221 Dorchester Ave,Boston,MA,3.5,5,Dorchester
Wabora,254 Newbury St,Boston,MA,3.5,227,Back Bay
Itadaki,269 Newbury St,Boston,MA,3,302,Back Bay
Cuppacoffee,57 Traveler St,Boston,MA,4,76,South End
Boston's Baddest Burger & Sandwich,NA,Boston,MA,3,52,Chinatown
Bova's Bakery,134 Salem St,Boston,MA,4.5,1188,North End
Gather,75 Northern Ave,Boston,MA,3.5,390,South Boston Waterfront
White Hen Pantry,342 Hanover St,Boston,MA,2.5,18,North End
Alex's Pizza,582 Dorchester Ave,Boston,MA,3,7,South End
Saray Restaurant,1098 Commonwealth Ave,Boston,MA,3,148,Allston
Toasted Flats,53 Chelsea St,Boston,MA,4.5,74,East Boston
Saté Grill-on-Wheels,Harrison And Concord St,Boston,MA,3.5,16,South End
University House of Pizza,452 Huntington Ave,Boston,MA,3,149,Fenway
South Street Diner,178 Kneeland St,Boston,MA,3.5,767,Leather District
Fin's Sushi and Grill,636 Beacon St,Boston,MA,4,370,Fenway
Sullivan's Tap,168 Canal St,Boston,MA,3.5,114,West End
Egg Puffs,42 Beach St,Boston,MA,4,179,Chinatown
The Reserve,250 Franklin St,Boston,MA,3,29,Downtown
Poutinerie by Air Canada,267 Washington St,Boston,MA,4,17,Downtown
D'Angelo Sandwich Shops,10 Park Plz,Boston,MA,3,10,Downtown
Freshii,185 Dartmouth St,Boston,MA,3.5,55,Back Bay
Gaslight,560 Harrison Ave,Boston,MA,4,2056,South End
Bon Me,NA,Boston,MA,3.5,318,Downtown
Oliveira's Steak House,297 Chelsea St,Boston,MA,4,97,East Boston
Pavement Coffeehouse,286 Newbury St,Boston,MA,3.5,203,Back Bay
Davio’s Northern Italian Steakhouse,1 Harborside Dr,Boston,MA,3.5,21,East Boston
BiNA Alimentari,571 Washington St,Boston,MA,3,30,Downtown
Pete's Dockside,12 Channel St,Boston,MA,4.5,118,South Boston Waterfront
Anthem Kitchen & Bar,101 S Market St,Boston,MA,3.5,499,Downtown
Caffe Nero,416 W  Broadway,Boston,MA,3.5,38,South Boston
Ali Baba,145 E Berkeley St,Boston,MA,4,208,South End
Stefano Sub & Pizza,863 Washington St,Boston,MA,4,9,Dorchester
Cafe Arpeggio,398 W Broadway,Boston,MA,3.5,74,South Boston
Natif Natal Restaurant,830 Blue Hill Ave,Boston,MA,3.5,30,Dorchester
Tequila Mexican Grille,55 Bromfield St,Boston,MA,3,23,Downtown
FoMu,"227 Newbury St, Fl 2",Boston,MA,4.5,21,Back Bay
The Oceanaire Seafood Room,40 Court St,Boston,MA,4,671,Downtown
Florina Pizzeria & Paninoteca,16 Derne St,Boston,MA,4.5,110,Beacon Hill
Lucca Bar And Grill,1 Harborside Dr,Boston,MA,3,45,East Boston
Bonne Chance Cafe,77 Canal St,Boston,MA,4.5,47,West End
Annabelle's Restaurant,1300 Hyde Park Ave,Boston,MA,3,73,Hyde Park
Fiya Chicken,1024 Commonwealth Ave,Boston,MA,4.5,34,NA
Einstein Bros Bagels,725 Commonwealth Ave,Boston,MA,3.5,8,Fenway
Bait to Plate,1504 Dorchester Ave,Boston,MA,3.5,24,Dorchester
Lir Irish Pub & Restaurant,903 Boylston St,Boston,MA,3,281,Back Bay
Rock Sugar Thai Cafe,38 Batterymarch St,Boston,MA,3,93,Downtown
Pueblo Viejo 2,309 Bennington St,Boston,MA,3,12,East Boston
Broadway's Pastry & Coffee Shop,258 W Broadway,Boston,MA,4,61,South Boston
Foundation Room,15 Lansdowne St,Boston,MA,4,43,Fenway
Nebo,90 N Washington St,Boston,MA,3,173,West End
New Golden Gate,66 Beach St,Boston,MA,3.5,322,Chinatown
Jimmy John's,"12 Charles St S, Ste D2-B",Boston,MA,2.5,20,Downtown
Dot Tavern,840 Dorchester Ave,Boston,MA,4,13,Dorchester
Barrio Cantina,1363 Boylston St,Boston,MA,3,88,Fenway
PRESSED,120 Charles St,Boston,MA,4,124,Beacon Hill
Hooters,222 Friend St,Boston,MA,3,6,West End
Subway,560A Washington St,Boston,MA,2.5,5,Dorchester
PS Gourmet Coffee,4252 Washington St,Boston,MA,4,44,Roslindale
Angela's Cafe - Orient Heights,1012 Bennington St,Boston,MA,4,101,East Boston
Pho Thien Thien,8 Kneeland St,Boston,MA,3.5,25,Chinatown
Scola's Sandwich,88 Black Falcon Ave,Boston,MA,3.5,17,South Boston Waterfront
Top Mix Bar & Kitchen,257 Norfolk Ave,Boston,MA,4,85,Roxbury
Cafe at John F Kennedy Library,Columbia Point,Boston,MA,4,5,NA
Dunkin' Donuts,2 City Hall Sq,Boston,MA,2.5,12,Downtown
Boston Pizza Tours,"71 Commercial St, Ste 134",Boston,MA,4.5,59,North End
Mirisola's,200 L St,Boston,MA,4.5,67,South Boston
Corner Cafe,502 Massachusetts Ave,Boston,MA,3,43,South End
Tous Les Jours,24 Tremont St,Boston,MA,4,56,Downtown
Dos Diablos Taco Bar,50 Gainsborough St,Boston,MA,2.5,18,Fenway
Cosi,1 Harborside Dr,Boston,MA,2.5,32,East Boston
180 Cafe,23 Edinboro St,Boston,MA,4,10,Chinatown
Tiki Room,1 Lansdowne St,Boston,MA,3,13,Fenway
Tilted Kilt Pub,96 Brookline Ave,Boston,MA,2,39,Fenway
Abby Lane,255 Tremont St,Boston,MA,3.5,470,Downtown
Chill On Park,142 Park St,Boston,MA,4.5,60,Dorchester
Osaka Express,8 Park Plz,Boston,MA,3.5,11,Downtown
Tamo Bistro & Bar,1 Seaport Ln,Boston,MA,3,163,South Boston Waterfront
YO! Sushi,79 Seaport Blvd,Boston,MA,3,183,South Boston Waterfront
Subway,205 Portland St,Boston,MA,1.5,14,West End
Bin 26 Enoteca,26 Charles St,Boston,MA,3.5,289,Beacon Hill
Crazy Dough's Pizza,1124 Boylston St,Boston,MA,3.5,174,Fenway
Al's State Street Cafe,112 State St,Boston,MA,4.5,492,Downtown
Chilacates Mexican Street Food,658 Centre St,Boston,MA,4.5,136,Jamaica Plain
Oak + Rowan,321 A St Fort Point,Boston,MA,3.5,200,South Boston Waterfront
Plaza Deli,2 Center Plz,Boston,MA,2.5,12,Downtown
Genki Ya - Boston,232 Tremont St,Boston,MA,3.5,494,Downtown
Unique Food,145 Harvard Ave,Boston,MA,3,43,Allston
La Voile,261 Newbury St,Boston,MA,4,530,Back Bay
RUKA Restobar,505 Washington St,Boston,MA,4,479,Downtown
La Casa Del Pandebono,271 Meridian St,Boston,MA,5,26,East Boston
Peet's Coffee & Tea,176 Federal St,Boston,MA,4,17,Downtown
BEERWORKS No. 1 Fenway,61 Brookline Ave,Boston,MA,3.5,731,Fenway
Espresso Love,33 Broad St,Boston,MA,4,144,Downtown
Damons Restaurant,8 Park Plz,Boston,MA,2.5,5,Downtown
Bleacher Bar,82 Lansdowne St,Boston,MA,4,480,Fenway
Naco Taco on Newbury,354 Newbury St,Boston,MA,4.5,37,Back Bay
The Upper Crust Pizzeria,107 State St,Boston,MA,3.5,7,Downtown
Pho Viet's,1095 Commonwealth Ave,Boston,MA,4,443,Allston
by CHLOE. - Fenway,100 Van Ness St,Boston,MA,3.5,229,Fenway
Bailey's Too,354 W Broadway,Boston,MA,4,8,South Boston
Granary Tavern,170 Milk St,Boston,MA,3.5,626,Downtown
Wollastons,369 Huntington Ave,Boston,MA,3,13,Fenway
Fresh City,"World Trade Center East, 2 Seaport Ln, Ste 1",Boston,MA,3.5,11,South Boston Waterfront
Bar Boulud - Boston,776 Boylston St,Boston,MA,3,329,Back Bay
Theatre Cafe,200 Stuart St,Boston,MA,3.5,8,Bay Village
Hulun Beir,326 Cambridge St,Boston,MA,3,159,Beacon Hill
Fusion Restaurant,400 Soldiers Field Rd,Boston,MA,3,6,Allston
The Beehive,541 Tremont St,Boston,MA,3.5,2184,South End
Bruegger's Bagels,91 Summer St,Boston,MA,3,38,Downtown
VERTS Mediterranean Grill,267 Washington St,Boston,MA,3.5,16,Dorchester
Sullivan's,"1 Harborside Dr, Terminal B",Boston,MA,2.5,18,East Boston
The Upper Crust,245 Summer St,Boston,MA,2.5,12,Downtown
Chipotle Mexican Grill,51 Boston Wharf Rd,Boston,MA,2.5,29,South Boston Waterfront
Aroa Fine Chocolate,1651 Washington St,Boston,MA,3.5,46,South End
Mother Anna's Restaurant,211 Hanover St,Boston,MA,3,356,North End
La Famiglia Giorgio's,112 Salem St,Boston,MA,4,1447,North End
Cornwall's,654 Beacon St,Boston,MA,3.5,217,Fenway
Pan Asia Restaurant,414 W Broadway,Boston,MA,2.5,81,South Boston
Rino's Place,258 Saratoga St,Boston,MA,4,857,East Boston
Bostone Pizza,102 Water St,Boston,MA,3.5,10,Downtown
Jaho Coffee Roaster & Wine Bar,116 Huntington Ave,Boston,MA,3.5,86,Back Bay
B.GOOD,255 Washington St,Boston,MA,3.5,255,Downtown
Pat's Place,"15 Francis St, Fl 1, Peter Brent Bldg",Boston,MA,4,37,Longwood
Guy Fieri's Tequila Cocina,110 Causeway St,Boston,MA,3,79,West End
Drydock Cafe,7 Drydock Ave,Boston,MA,4,61,South Boston Waterfront
Kolbeh cafe,65 Atlantic Ave,Boston,MA,4,39,North End
Swissbakers,1 Nashua St,Boston,MA,3.5,6,West End
The Bullpen,19-21 Jersey St,Boston,MA,4.5,17,Fenway
Beantown Hoagie,102 Water St,Boston,MA,3.5,28,Downtown
Laurel Grill & Bar,142 Berkeley St,Boston,MA,3.5,101,Back Bay
Cheeseboy,"800 Boylston St, Prudential Mall",Boston,MA,3.5,52,Back Bay
Central Bistro,"34 Summer St, Fl 2",Boston,MA,3.5,195,Downtown
Dunkin',100 City Hall Plaza,Boston,MA,3.5,8,Downtown
D Street Pizza,309 D St,Boston,MA,2,5,South Boston
Al Dente Restaurant,109 Salem St,Boston,MA,4,1136,North End
Sufra Mediterranean Food,52 Queensberry St,Boston,MA,4.5,29,Fenway
Regina Pizzeria,226 Faneuil Marketplace,Boston,MA,3,113,Downtown
Rouge,480 Columbus Ave,Boston,MA,3,7,South End
Suishaya,2 Tyler St,Boston,MA,3,279,Chinatown
Bangkok Pinto,1041 Tremont St,Boston,MA,4,109,Roxbury
Little Pecan Bistro,296 Washington St,Boston,MA,5,27,Brighton
El Triunfo,69 Prince St,Boston,MA,4,24,North End
A Time To Taste,"185 Devonshire St, Ste 189",Boston,MA,4.5,7,Downtown
Wisteria House,264 Newbury St,Boston,MA,3.5,18,Back Bay
Nick's House of Pizza & Seafood,467 W Broadway,Boston,MA,4,28,South Boston
Bastille Kitchen,49 Melcher St,Boston,MA,4,284,South Boston Waterfront
Honey Dew Donuts,700 Atlantic Ave,Boston,MA,3,11,Downtown
Larry J's BBQ Cafe,600 D St,Boston,MA,3.5,151,South Boston Waterfront
MGH Canteen,55 Fruit St,Boston,MA,4,7,West End
Freshii,"1 Iron St, Boston",Boston,MA,3.5,44,South Boston Waterfront
M & M BBQ,1250 Massachusetts Ave,Boston,MA,4,43,Dorchester
Bo Thai Cafe,433 Cambridge St,Boston,MA,2.5,21,Allston
Lobstah On A Roll,254 Newbury St,Boston,MA,4,45,Back Bay
FiRE + iCE  Grill + Bar,205 Berkeley St,Boston,MA,3,743,Back Bay
Jazzman's,1 Blackfan Cir,Boston,MA,3,6,Longwood
Cosi,133 Federal St,Boston,MA,3,66,Downtown
Zócalo Mexican Bistro & Tequila Bar,35 Stanhope St,Boston,MA,3.5,390,Back Bay
Home Run Cafe,1269 Massachusetts Ave,Boston,MA,3,13,Dorchester
Dunkin',115 Forsyth St,Boston,MA,3,8,Fenway
Peach Farm,4 Tyler St,Boston,MA,3,541,Chinatown
Freeport Tavern,780 William T Morrissey Blvd,Boston,MA,3,62,Dorchester
Forcella,33 N Sq,Boston,MA,4,25,North End
Sorellina,1 Huntington Ave,Boston,MA,4,673,Back Bay
Maurizios,364 Hanover St,Boston,MA,4,290,North End
Il Villaggio,230 Hanover St,Boston,MA,3.5,63,North End
Carrie Nation Cocktail Club,11 Beacon St,Boston,MA,3.5,345,Downtown
VERTS Mediterranean Grill,545 Boylston St,Boston,MA,3.5,68,Back Bay
Winsor Dim Sum Café,10 Tyler St,Boston,MA,3.5,1058,Chinatown
Smashburger,545 Boylston St,Boston,MA,4,11,Back Bay
Olga's Kafe,99 Summer St,Boston,MA,4,46,Downtown
Bao Bao Bakery & Cafe,77 Harrison Ave,Boston,MA,3,183,Chinatown
Tu Metapan Restaurant,295 Bennington St,Boston,MA,4,33,East Boston
Subway,"393 Massachusetts Ave, Space F-1",Boston,MA,3,15,Fenway
Sam & Anne Deli,115 Water St,Boston,MA,4,6,Downtown
Centre Street Café,669A Centre St,Boston,MA,4,251,Jamaica Plain
Subway,274 Franklin St,Boston,MA,2.5,17,Downtown
Sebastians Café & Catering,251 Massachusetts Ave,Boston,MA,3,8,Fenway
Storyville,90 Exeter St,Boston,MA,2.5,201,Back Bay
Clover Food Lab,27 School St,Boston,MA,4,206,Downtown
Caffè Nero,360 Longwood Ave,Boston,MA,4,58,Longwood
Emedios,417 Hanover St,Boston,MA,3.5,10,North End
Grass Roots Cafe,101 Arch St,Boston,MA,4.5,139,Downtown
Brighton Landing Cafe,20 Guest St,Boston,MA,4,6,Brighton
The Butcher's Block,243 Faneuil St,Boston,MA,4.5,8,Brighton
Parla,230 Hanover St,Boston,MA,4,336,North End
Burger King,1 Center Plz,Boston,MA,2,8,Downtown
Mei Sum,36 Beach St,Boston,MA,4,147,Chinatown
Moby Dick,269 Huntington Ave,Boston,MA,3.5,149,Fenway
Tutto Italiano,20 Fleet St,Boston,MA,4,6,North End
Cafeteria Y Pizzeria Mi Colombia,50 Maverick Sq,Boston,MA,2.5,5,East Boston
Rick's 11a Cafe,11 Elkins St,Boston,MA,4.5,11,South Boston
Max and Leo's Fenway,82 Lansdowne St,Boston,MA,2.5,28,Fenway
Starbucks,1 Financial Ctr,Boston,MA,3,42,Downtown
Zigo,"3 Blackfan Cir, Center for Life Science Boston, 2nd Fl",Boston,MA,2.5,5,Longwood
New York Pizza,433 Massachusetts Ave,Boston,MA,3,47,Roxbury
Armani Cafe,214 Newbury St,Boston,MA,3,25,Back Bay
Temptations On Devonshire,295 Devonshire St,Boston,MA,3,6,Downtown
Rodey Pizzeria and Pasta,55 Causeway St,Boston,MA,3,56,West End
Joe's American Bar & Grill,100 Atlantic Ave,Boston,MA,3,540,Downtown
Campus Trolley,665 Commonwealth Ave,Boston,MA,4,59,Fenway
Cafe Orient Heights,1000 Bennington St,Boston,MA,4,22,East Boston
Viga Italian Eatery & Caterer,140 Clarendon St,Boston,MA,3.5,35,Back Bay
Popeyes Louisiana Kitchen,21 Brookline Ave,Boston,MA,3.5,138,Fenway
Sheraton Boston Hotel,39 Dalton St,Boston,MA,3,471,Back Bay
Asta,47 Massachusetts Ave,Boston,MA,4,189,Back Bay
L'Aroma Cafe,85 Newbury St,Boston,MA,4,242,Back Bay
KAVA neo-taverna,315 Shawmut Ave,Boston,MA,4.5,316,South End
Chequers,72 E Concord St,Boston,MA,3,7,South End
Market,100 Stuart St,Boston,MA,3.5,225,Downtown
Terrie's Place,676 E Broadway,Boston,MA,3.5,25,South Boston
City Bar,65 Exeter St,Boston,MA,4,267,Back Bay
La Summa,30 Fleet St,Boston,MA,4,335,North End
Blaze Pizza,123 Stuart St,Boston,MA,4,176,Downtown
The Tip Tap Room,138 Cambridge St,Boston,MA,4,724,Beacon Hill
Beijing On the Common,62 Boylston St,Boston,MA,3.5,19,Downtown
Pokeworks,433 Brookline Ave,Boston,MA,4,17,Longwood
Holly Crab,1098 Commonwealth Ave,Boston,MA,4,381,Allston
The Green Dragon Tavern,11 Marshall St,Boston,MA,3.5,505,Downtown
Dunkin',510 Southampton St,Boston,MA,4,18,South Boston
Deluca's,239 Newbury St,Boston,MA,3,116,Back Bay
Au Bon Pain,251 Massachusetts Ave,Boston,MA,3,16,Fenway
The Kinsale,2 Center Plz,Boston,MA,3,373,Roxbury
Hong Kong Harbor Restaurant,5 Maverick Sq,Boston,MA,3,56,East Boston
Haju Kitchen,175 Massachusetts Ave,Boston,MA,3.5,136,Fenway
KO Prime,90 Tremont St,Boston,MA,3.5,200,Downtown
Sensing,"The Fairmont Battery Wharf, 3 Battery Wharf",Boston,MA,3,39,North End
Royal Roast Beef & Seafood,752 Bennington St,Boston,MA,4,116,East Boston
Greek Pizza,1132 Blue Hill Ave,Boston,MA,1,5,Dorchester
Lucky Rice,71 Broad St,Boston,MA,3.5,51,Downtown
Espressamente illy,1 Harborside Dr,Boston,MA,3,18,East Boston
